symbol,count_high_z,vol_7d_highz,vol_7d_rest,vol_14d_highz,vol_14d_rest,vol_30d_highz,vol_30d_rest,uplift_7d,uplift_14d,uplift_30d
MKR,17,0.9415819635641737,0.7390722618707394,0.9559624929624871,0.7671716775980197,0.9185640582295552,0.8025939119137887,1.2740052795119678,1.2460867897985533,1.14449417643754
BTC,9,0.5624701477483146,0.44161915966927956,0.5178096705840687,0.458231349006936,0.5081054019315796,0.46994208867183584,1.2736543137520078,1.1300179957269376,1.0812085450094544
FIL,21,1.006794768164497,0.7941217688486336,0.9935878891463756,0.8285975169231885,1.0702762582588412,0.8462102240816579,1.2678090535462965,1.1991200418218027,1.2647876707237247
AVAX,26,1.015188781534256,0.8062286906136257,0.9408139170011753,0.8425864041767911,0.9823010981205944,0.8664674562676689,1.2591821568165595,1.1165785637383419,1.1336849307092063
TAO,19,1.3721780068377583,1.092051507846698,1.3304917947915502,1.1234084651007399,1.2416908109907716,1.1458545772163056,1.256513998633098,1.1843348489209047,1.083637344284374
RENDER,12,1.175799068826798,0.9443342723034789,1.1546997134133168,0.973213999303096,1.1468420595351716,0.9953907780858551,1.245108965450037,1.18648078864482,1.1521525864852382
ATOM,15,0.8523293447536171,0.6889839802003465,0.7569668549437576,0.7161346992775443,0.830937210897675,0.7322866588788345,1.2370815131373187,1.057017423827397,1.1347157575830744
STX,16,1.1554492658456113,0.9468336215442469,1.113940150486298,0.9880566794473253,1.0476571033527673,1.0128222839657846,1.2203297808131495,1.1274051111211416,1.0343938121607912
TON,21,0.838971780405836,0.6951303854815122,0.8519324665053635,0.728240101036611,0.8467170812982362,0.7536136341226898,1.2069272152801749,1.1698510769905186,1.1235426788475393
GRT,20,1.0508565713269125,0.8744103263030871,1.0965442069757323,0.9031743212897791,1.1097556706824627,0.9282767509862009,1.2017888395369496,1.2141002917463497,1.1955008778399963
KCS,26,0.5825025108832025,0.4915392748865588,0.6261551220641759,0.5137133360415113,0.6061007924963259,0.5460679362614108,1.1850579203821239,1.2188804107931095,1.10993660723961
WLD,19,1.4742602497289008,1.2448288908763423,1.4592699364805508,1.2935564689952688,1.524564065695482,1.3298364557056814,1.1843075466308,1.1281068677380548,1.1464297426607002
SUI,20,1.159924206374134,0.9804641032466336,1.0993672751886445,1.0132972581948758,1.1612294157958045,1.0353175036665803,1.183035873045479,1.084940540692962,1.121616713407536
PAXG,15,0.15195835068688376,0.12858253241167977,0.15669305174744785,0.13334850962330033,0.15100871958616524,0.13935183877969648,1.1817962194146414,1.1750641397499988,1.0836507139665184
BNB,19,0.5510012007772075,0.46879263010152367,0.5662889178440871,0.48807565998487806,0.6306690694124568,0.4979398213088506,1.175362335917867,1.1602482243462668,1.2665568055085916
WBT,19,0.27011038708571694,0.23158678834825208,0.2816592173763606,0.25135165415352445,0.2786944156950937,0.27171492606902903,1.166346271357822,1.1205783320778324,1.0256868098011351
INJ,14,1.1011464137820828,0.9532314003067249,1.053591571924828,0.9875985797471761,1.0739174292552454,1.0086197460554087,1.1551721999797349,1.0668216758620148,1.0647396439096182
NEAR,16,1.0154267803447552,0.8911552764618442,1.1349193456084534,0.9227462938528097,1.1532839860648827,0.9489135032388141,1.139449888437295,1.2299364984385277,1.215373142155228
AAVE,20,0.956022450312294,0.840808230162729,1.0271087243319021,0.8744840939962442,0.9947645236953976,0.9028573003892899,1.1370279405177404,1.1745310536618103,1.1017959574192728
JLP,15,0.3549957595640446,0.3124986182514031,0.32427701174107637,0.3263833096011178,0.28431254052938293,0.3459180649329272,1.135991453499653,0.9935465515604472,0.8219071778876612
APT,19,0.9360980328962425,0.8291164266519006,0.9046647583770664,0.8641845505125373,0.8972500512147387,0.8846030094462713,1.1290308608120938,1.0468420869599218,1.014296855915496
SEI,16,1.239138525261874,1.1003656939473045,1.3585557540822086,1.1293487684481152,1.299511552685651,1.1627962194225152,1.1261151925018258,1.2029550056082818,1.1175746282792642
ICP,17,0.9299753392439303,0.8260608930538349,1.0360467171204686,0.8584550171703665,1.0658091269646508,0.8769733979899288,1.1257951406051165,1.2068736234258128,1.2153266329486663
IMX,12,1.0380608892511765,0.9259132996953662,0.9860265072127952,0.9567715200520921,0.905213564748295,0.9780943892450548,1.12112104836674,1.0305767746505563,0.9254869209984804
ARB,20,0.9085439870318524,0.8117335861826677,0.8833275636211004,0.8378892189619485,0.8718620529213685,0.8603161439404844,1.1192637615309897,1.0542295373073842,1.0134205420439988
STETH,20,0.6048107865766669,0.5405877024332896,0.5614296505150123,0.5626239222582348,0.5972626754906994,0.5837771659239488,1.1188023402202765,0.9978773178743823,1.023100440294555
FTN,18,0.2510260733217264,0.22587167039886547,0.23122970489023073,0.24388273140527594,0.28916344717844233,0.2571289247593493,1.1113659047123567,0.9481183991907207,1.1245854485218831
FET,23,1.1411964482540449,1.0325405489814112,1.1684884079801954,1.0572631438239728,1.3184688700945726,1.0781497680106944,1.1052316050733517,1.1052011174379317,1.2228995536745266
MNT,20,0.7804151160297875,0.7116322475787747,0.7612448630706267,0.7474434092591341,0.8726806998036029,0.7711833074989018,1.0966550752654007,1.018464881274654,1.1316125379241893
NEXO,19,0.5471929767585779,0.5020588693917098,0.5266127762730868,0.5170152243971277,0.5999689761171767,0.5283995005921283,1.0898980380957162,1.0185633834809227,1.1354457667822304
POL,20,0.861636500099,0.7906701925333092,0.9081218440029064,0.8172310969365684,0.856655115505121,0.8398782099666285,1.089754626184041,1.1112179252686867,1.0199754027898391
ETC,26,0.721010475223556,0.6654270983366293,0.7659292662858903,0.688673361725188,0.7774362784100486,0.7090972642210576,1.0835303777466663,1.112180765010526,1.0963746690858571
TIA,15,1.2613810685266496,1.1644012674536872,1.1735786081202526,1.1954081923845654,1.1629278632868085,1.21586326165809,1.083287268559092,0.9817388031942731,0.9564627042854369
PYUSD,17,0.02801048158414969,0.02598123487516673,0.027461387277246906,0.02633229104094689,0.02481613086282296,0.02679924008086665,1.0781043210121835,1.0428787694372763,0.9260012891388092
ONDO,15,1.130810462523692,1.0748990865314605,1.058017009394821,1.0979577139350813,1.037572795793926,1.11634393358062,1.0520154651658038,0.9636227296977468,0.929438289207127
SUSDE,8,0.0413443485057384,0.03984440820554878,0.044100754203218136,0.0399536059134384,0.03952504409834029,0.039639657731845565,1.0376449385934345,1.1037990988539246,0.9971086119289775
FARTCOIN,7,3.0735921897235596,2.988648637309635,3.4110353122185377,3.0220258837339418,3.085600152852419,3.0157738681981243,1.0284220605103953,1.1287247176069668,1.0231536871483056
OP,17,0.9511443408253916,0.9307099869564593,1.0591759559830345,0.9584648313223986,1.1291577679649867,0.9734676597711029,1.0219556619734522,1.1050754512522742,1.1599335187267465
ETH,17,0.5465217626869419,0.540921560715213,0.5455875896923537,0.5616029614343059,0.5910113763946466,0.5827314856978218,1.010353075895744,0.9714827505520096,1.0142087580644619
USDS,11,0.053528679519453844,0.05316195518936599,0.058696253259706115,0.04740984358382799,0.05063453865543919,0.04090313338591492,1.0068982476054833,1.2380604706261473,1.2379134424179665
LINK,19,0.8014664554448746,0.7992040645470976,0.8350671577098522,0.8286063733992407,0.948611797566086,0.8498591454562534,1.0028308050448407,1.0077971694619088,1.116198846170934
SOL,16,0.8115246661748571,0.8157137110285736,0.860105317764503,0.8431480248571533,0.9257845629093131,0.8617755119306,0.9948645648625493,1.0201118811969259,1.0742757830694403
UNI,21,0.8527529712656332,0.8579998004454666,0.9495758152920667,0.8967766741004128,1.062884930156108,0.9241950968148512,0.993884813053442,1.0588765773202324,1.1500655368322532
WEETH,12,0.6069866931670445,0.6214895228677046,0.610777128941704,0.6456777107747514,0.7061419156398192,0.673915800416262,0.9766644019456022,0.9459473646826524,1.0478192011578478
ENA,10,1.2815630377206273,1.3453043685166255,1.3776453075387476,1.389040184385095,1.416819030955585,1.4110710617606794,0.952619398042778,0.9917965822915399,1.0040734796075639
WSTETH,13,0.5194586207617929,0.5455733909180569,0.4688658877085464,0.5676793539488472,0.5667752045146579,0.5872123243088853,0.9521333507260689,0.8259343667284319,0.965196371145172
RSETH,12,0.5913873724844444,0.626135514998863,0.6225342291146082,0.6483975084215079,0.7031475720354733,0.6772256559833724,0.9445037988070655,0.9601120007850391,1.0382766302827982
DAI,17,0.016554876458695002,0.018670320309100697,0.01703809182166895,0.018751689354149042,0.017993515758154104,0.018843853135508876,0.8866948281881089,0.9086163651649372,0.9548745486796213
USDE,17,0.018601409950299342,0.022356949630545537,0.01784867785822311,0.02233799285566437,0.025997985023500744,0.021640267501349467,0.832019137569862,0.7990278255325488,1.2013707788907662
XAUT,17,0.10053639014263538,0.12769847056297792,0.12239186159797753,0.13148063077644795,0.15288143919450856,0.13654885434934633,0.7872951782382794,0.9308737026526459,1.1196098269955232
S,3,1.1611654167859993,1.5034444706418912,1.5911604845249319,1.5202548122624828,1.472345434097038,1.5335325421078734,0.7723367503491786,1.0466406497716823,0.960100548028324
BNSOL,5,0.5653677619116215,0.8923719040412625,0.6750842090875833,0.922894070034578,0.7224513181270092,0.9634704046681258,0.6335562105342566,0.7314861271806524,0.7498427711184992
